customer_id,name,age,gender,region,income,churn,total_orders,total_spent,avg_order_value,first_order_date,last_order_date,order_id,order_amount,order_date,product_category,payment_method
1004,Frank Rodriguez,60.0,Male,South,69003.0,0.0,2.0,9729.0,4864.0,2024-12-22,2025-02-15,1289.0,3568.0,2025-02-15,Books,Credit Card
1004,Frank Rodriguez,60.0,Male,South,69003.0,0.0,2.0,9729.0,4864.0,2024-12-22,2025-02-15,1615.0,6161.0,2024-12-22,Home,UPI
1005,Krista Jacobs,25.0,Male,West,0.0,1.0,1.0,2861.0,2861.0,2024-03-06,2024-03-06,1688.0,2861.0,2024-03-06,Books,UPI
1006,Robert Zimmerman,38.0,Male,East,56657.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
1007,Joseph Mayo,56.0,Male,East,61619.0,0.0,2.0,4192.0,2096.0,2023-09-25,2023-12-20,47.0,2996.0,2023-12-20,Home,Cash
1007,Joseph Mayo,56.0,Male,East,61619.0,0.0,2.0,4192.0,2096.0,2023-09-25,2023-12-20,1646.0,1196.0,2023-09-25,Electronics,UPI
1008,Andrew Herrera,36.0,Female,West,36096.0,0.0,5.0,12484.0,2496.0,2023-10-01,2024-02-11,54.0,1242.0,2023-10-01,Books,Cash
1008,Andrew Herrera,36.0,Female,West,36096.0,0.0,5.0,12484.0,2496.0,2023-10-01,2024-02-11,784.0,1401.0,2023-10-05,Clothing,UPI
1008,Andrew Herrera,36.0,Female,West,36096.0,0.0,5.0,12484.0,2496.0,2023-10-01,2024-02-11,824.0,3249.0,2024-02-11,Books,UPI
1008,Andrew Herrera,36.0,Female,West,36096.0,0.0,5.0,12484.0,2496.0,2023-10-01,2024-02-11,1376.0,5380.0,2023-10-06,Home,UPI
1008,Andrew Herrera,36.0,Female,West,36096.0,0.0,5.0,12484.0,2496.0,2023-10-01,2024-02-11,1888.0,1212.0,2024-01-08,Home,Net Banking
1009,Kevin Jackson,0.0,Male,East,49107.0,0.0,4.0,12503.0,3125.0,2023-08-10,2025-06-01,346.0,6909.0,2023-08-10,Books,Credit Card
1009,Kevin Jackson,0.0,Male,East,49107.0,0.0,4.0,12503.0,3125.0,2023-08-10,2025-06-01,588.0,1681.0,2025-06-01,Home,Cash
1009,Kevin Jackson,0.0,Male,East,49107.0,0.0,4.0,12503.0,3125.0,2023-08-10,2025-06-01,753.0,1698.0,2025-02-16,Clothing,Cash
1009,Kevin Jackson,0.0,Male,East,49107.0,0.0,4.0,12503.0,3125.0,2023-08-10,2025-06-01,1424.0,2215.0,2024-02-06,Grocery,Net Banking
1010,Mr. Matthew Garcia,28.0,Male,West,1380.0,0.0,3.0,8169.0,2723.0,2023-09-17,2025-04-24,8.0,3236.0,2025-04-24,Electronics,Credit Card
1010,Mr. Matthew Garcia,28.0,Male,West,1380.0,0.0,3.0,8169.0,2723.0,2023-09-17,2025-04-24,362.0,1511.0,2023-09-17,Grocery,UPI
1010,Mr. Matthew Garcia,28.0,Male,West,1380.0,0.0,3.0,8169.0,2723.0,2023-09-17,2025-04-24,814.0,3422.0,2024-06-28,Electronics,Cash
1011,Alexis Miller,28.0,Male,East,34634.0,0.0,3.0,7443.0,2481.0,2024-10-27,2024-12-03,1266.0,1240.0,2024-11-08,Books,Net Banking
1011,Alexis Miller,28.0,Male,East,34634.0,0.0,3.0,7443.0,2481.0,2024-10-27,2024-12-03,1794.0,1151.0,2024-10-27,Clothing,Net Banking
1011,Alexis Miller,28.0,Male,East,34634.0,0.0,3.0,7443.0,2481.0,2024-10-27,2024-12-03,1857.0,5052.0,2024-12-03,Electronics,Credit Card
1012,Melissa Ellison,41.0,Male,North,46211.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
1013,Dr. Laura Sullivan,53.0,Male,West,31283.0,0.0,6.0,14550.0,2425.0,2023-09-13,2024-11-09,45.0,856.0,2024-05-12,Grocery,Credit Card
1013,Dr. Laura Sullivan,53.0,Male,West,31283.0,0.0,6.0,14550.0,2425.0,2023-09-13,2024-11-09,227.0,2933.0,2023-09-17,Grocery,UPI
1013,Dr. Laura Sullivan,53.0,Male,West,31283.0,0.0,6.0,14550.0,2425.0,2023-09-13,2024-11-09,715.0,2447.0,2023-09-13,Books,UPI
1013,Dr. Laura Sullivan,53.0,Male,West,31283.0,0.0,6.0,14550.0,2425.0,2023-09-13,2024-11-09,1004.0,2094.0,2024-01-22,Grocery,Net Banking
1013,Dr. Laura Sullivan,53.0,Male,West,31283.0,0.0,6.0,14550.0,2425.0,2023-09-13,2024-11-09,1068.0,2822.0,2024-08-11,Books,UPI
1013,Dr. Laura Sullivan,53.0,Male,West,31283.0,0.0,6.0,14550.0,2425.0,2023-09-13,2024-11-09,1390.0,3398.0,2024-11-09,Grocery,Net Banking
1014,Karen Robinson,57.0,Male,North,74486.0,1.0,3.0,13170.0,4390.0,2024-05-18,2024-09-15,234.0,6508.0,2024-09-15,Clothing,Credit Card
1014,Karen Robinson,57.0,Male,North,74486.0,1.0,3.0,13170.0,4390.0,2024-05-18,2024-09-15,726.0,4640.0,2024-05-18,Electronics,Credit Card
1014,Karen Robinson,57.0,Male,North,74486.0,1.0,3.0,13170.0,4390.0,2024-05-18,2024-09-15,1170.0,2022.0,2024-07-14,Electronics,Cash
1015,Kristie Torres,41.0,Male,North,28547.0,0.0,4.0,7816.0,1954.0,2024-05-03,2024-11-26,88.0,4645.0,2024-11-26,Clothing,UPI
1015,Kristie Torres,41.0,Male,North,28547.0,0.0,4.0,7816.0,1954.0,2024-05-03,2024-11-26,255.0,1077.0,2024-05-03,Electronics,Cash
1015,Kristie Torres,41.0,Male,North,28547.0,0.0,4.0,7816.0,1954.0,2024-05-03,2024-11-26,964.0,1451.0,2024-06-18,Grocery,UPI
1015,Kristie Torres,41.0,Male,North,28547.0,0.0,4.0,7816.0,1954.0,2024-05-03,2024-11-26,1185.0,643.0,2024-05-15,Home,Credit Card
1016,Erin Jones,20.0,Female,East,43399.0,1.0,4.0,21735.0,5433.0,2023-10-22,2024-04-30,982.0,2164.0,2024-01-31,Home,Cash
1016,Erin Jones,20.0,Female,East,43399.0,1.0,4.0,21735.0,5433.0,2023-10-22,2024-04-30,1418.0,2046.0,2023-10-22,Electronics,Credit Card
1016,Erin Jones,20.0,Female,East,43399.0,1.0,4.0,21735.0,5433.0,2023-10-22,2024-04-30,1815.0,3464.0,2024-04-30,Home,Cash
1016,Erin Jones,20.0,Female,East,43399.0,1.0,4.0,21735.0,5433.0,2023-10-22,2024-04-30,1879.0,14061.0,2023-11-14,Clothing,UPI
1017,Penny Cook,39.0,Male,South,51961.0,1.0,2.0,3788.0,1894.0,2024-03-01,2025-01-24,971.0,1246.0,2024-03-01,Electronics,UPI
1017,Penny Cook,39.0,Male,South,51961.0,1.0,2.0,3788.0,1894.0,2024-03-01,2025-01-24,1894.0,2542.0,2025-01-24,Electronics,UPI
1018,Brian Boyle,0.0,Female,North,71619.0,0.0,3.0,17807.0,5935.0,2024-03-14,2024-11-03,862.0,3227.0,2024-03-14,Electronics,Cash
1018,Brian Boyle,0.0,Female,North,71619.0,0.0,3.0,17807.0,5935.0,2024-03-14,2024-11-03,879.0,7440.0,2024-08-28,Clothing,Credit Card
1018,Brian Boyle,0.0,Female,North,71619.0,0.0,3.0,17807.0,5935.0,2024-03-14,2024-11-03,1601.0,7140.0,2024-11-03,Clothing,Cash
1019,Dawn Johnson,41.0,Female,North,28462.0,0.0,6.0,15496.0,2582.0,2023-09-24,2025-07-12,462.0,1171.0,2024-04-20,Clothing,Credit Card
1019,Dawn Johnson,41.0,Female,North,28462.0,0.0,6.0,15496.0,2582.0,2023-09-24,2025-07-12,614.0,1512.0,2025-06-11,Clothing,UPI
1019,Dawn Johnson,41.0,Female,North,28462.0,0.0,6.0,15496.0,2582.0,2023-09-24,2025-07-12,737.0,4232.0,2023-09-24,Grocery,Credit Card
1019,Dawn Johnson,41.0,Female,North,28462.0,0.0,6.0,15496.0,2582.0,2023-09-24,2025-07-12,1341.0,1297.0,2025-07-12,Home,Net Banking
1019,Dawn Johnson,41.0,Female,North,28462.0,0.0,6.0,15496.0,2582.0,2023-09-24,2025-07-12,1591.0,5763.0,2024-10-25,Books,UPI
1019,Dawn Johnson,41.0,Female,North,28462.0,0.0,6.0,15496.0,2582.0,2023-09-24,2025-07-12,1614.0,1521.0,2024-05-22,Electronics,Cash
1020,Dr. Rebecca Thomas,61.0,Male,North,67447.0,0.0,2.0,11041.0,5520.0,2024-07-01,2025-05-15,508.0,466.0,2025-05-15,Home,Cash
1020,Dr. Rebecca Thomas,61.0,Male,North,67447.0,0.0,2.0,11041.0,5520.0,2024-07-01,2025-05-15,1339.0,10575.0,2024-07-01,Books,Credit Card
1021,Tabitha Pope,47.0,Male,South,50153.0,1.0,6.0,25262.0,4210.0,2023-08-03,2024-01-23,344.0,5536.0,2024-01-04,Home,Credit Card
1021,Tabitha Pope,47.0,Male,South,50153.0,1.0,6.0,25262.0,4210.0,2023-08-03,2024-01-23,483.0,3482.0,2023-12-30,Home,UPI
1021,Tabitha Pope,47.0,Male,South,50153.0,1.0,6.0,25262.0,4210.0,2023-08-03,2024-01-23,869.0,3995.0,2023-09-08,Electronics,UPI
1021,Tabitha Pope,47.0,Male,South,50153.0,1.0,6.0,25262.0,4210.0,2023-08-03,2024-01-23,941.0,3872.0,2023-12-30,Electronics,UPI
1021,Tabitha Pope,47.0,Male,South,50153.0,1.0,6.0,25262.0,4210.0,2023-08-03,2024-01-23,1167.0,4968.0,2023-08-03,Grocery,UPI
1021,Tabitha Pope,47.0,Male,South,50153.0,1.0,6.0,25262.0,4210.0,2023-08-03,2024-01-23,1514.0,3409.0,2024-01-23,Home,UPI
1022,Eric Casey,55.0,Female,South,35277.0,0.0,6.0,27824.0,4637.0,2023-12-29,2024-12-14,77.0,4028.0,2023-12-29,Books,UPI
1022,Eric Casey,55.0,Female,South,35277.0,0.0,6.0,27824.0,4637.0,2023-12-29,2024-12-14,635.0,3367.0,2024-06-17,Electronics,Credit Card
1022,Eric Casey,55.0,Female,South,35277.0,0.0,6.0,27824.0,4637.0,2023-12-29,2024-12-14,818.0,5910.0,2024-11-22,Home,UPI
1022,Eric Casey,55.0,Female,South,35277.0,0.0,6.0,27824.0,4637.0,2023-12-29,2024-12-14,840.0,6119.0,2024-12-14,Grocery,Cash
1022,Eric Casey,55.0,Female,South,35277.0,0.0,6.0,27824.0,4637.0,2023-12-29,2024-12-14,865.0,4781.0,2024-03-03,Home,Net Banking
1022,Eric Casey,55.0,Female,South,35277.0,0.0,6.0,27824.0,4637.0,2023-12-29,2024-12-14,1903.0,3619.0,2024-10-10,Books,UPI
1022,Eric Casey,55.0,Female,South,35277.0,0.0,6.0,27824.0,4637.0,2023-12-29,2024-12-14,840.0,6119.0,2024-12-14,Grocery,Cash
1023,Jonathan Grant,19.0,Female,North,56931.0,0.0,5.0,13853.0,2770.0,2024-03-17,2025-07-26,307.0,1809.0,2024-11-13,Grocery,Cash
1023,Jonathan Grant,19.0,Female,North,56931.0,0.0,5.0,13853.0,2770.0,2024-03-17,2025-07-26,1172.0,773.0,2024-03-17,Home,Net Banking
1023,Jonathan Grant,19.0,Female,North,56931.0,0.0,5.0,13853.0,2770.0,2024-03-17,2025-07-26,1301.0,4574.0,2025-04-01,Grocery,Net Banking
1023,Jonathan Grant,19.0,Female,North,56931.0,0.0,5.0,13853.0,2770.0,2024-03-17,2025-07-26,1340.0,3303.0,2025-07-26,Books,Net Banking
1023,Jonathan Grant,19.0,Female,North,56931.0,0.0,5.0,13853.0,2770.0,2024-03-17,2025-07-26,1803.0,3394.0,2024-08-08,Clothing,UPI
1023,Jonathan Grant,19.0,Female,North,56931.0,0.0,5.0,13853.0,2770.0,2024-03-17,2025-07-26,1803.0,3394.0,2024-08-08,Clothing,UPI
1024,Wendy House,38.0,Female,South,52985.0,1.0,5.0,17385.0,3477.0,2023-11-12,2025-05-28,770.0,7499.0,2025-05-15,Grocery,Net Banking
1024,Wendy House,38.0,Female,South,52985.0,1.0,5.0,17385.0,3477.0,2023-11-12,2025-05-28,887.0,3639.0,2025-04-16,Clothing,Cash
1024,Wendy House,38.0,Female,South,52985.0,1.0,5.0,17385.0,3477.0,2023-11-12,2025-05-28,1277.0,1542.0,2023-11-12,Home,Net Banking
1024,Wendy House,38.0,Female,South,52985.0,1.0,5.0,17385.0,3477.0,2023-11-12,2025-05-28,1900.0,456.0,2025-05-28,Home,Net Banking
1024,Wendy House,38.0,Female,South,52985.0,1.0,5.0,17385.0,3477.0,2023-11-12,2025-05-28,1951.0,4249.0,2024-04-09,Electronics,UPI
1025,Jeffrey Miller,50.0,Male,South,40996.0,0.0,5.0,23160.0,4632.0,2024-02-02,2025-02-08,9.0,1761.0,2024-11-09,Electronics,Cash
1025,Jeffrey Miller,50.0,Male,South,40996.0,0.0,5.0,23160.0,4632.0,2024-02-02,2025-02-08,280.0,7063.0,2025-01-05,Home,UPI
1025,Jeffrey Miller,50.0,Male,South,40996.0,0.0,5.0,23160.0,4632.0,2024-02-02,2025-02-08,1238.0,2249.0,2024-10-11,Home,UPI
1025,Jeffrey Miller,50.0,Male,South,40996.0,0.0,5.0,23160.0,4632.0,2024-02-02,2025-02-08,1278.0,6724.0,2024-02-02,Grocery,Credit Card
1025,Jeffrey Miller,50.0,Male,South,40996.0,0.0,5.0,23160.0,4632.0,2024-02-02,2025-02-08,1542.0,5363.0,2025-02-08,Home,Credit Card
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,57.0,3242.0,2024-09-14,Home,Credit Card
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,190.0,369.0,2024-12-30,Home,Net Banking
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,275.0,5735.0,2025-03-25,Home,Cash
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,527.0,2227.0,2024-07-13,Books,UPI
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,682.0,4066.0,2024-06-27,Clothing,UPI
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,1303.0,1579.0,2025-04-11,Home,Cash
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,1403.0,2229.0,2024-08-30,Books,UPI
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,1549.0,3626.0,2024-04-11,Electronics,Net Banking
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,527.0,2227.0,2024-07-13,Books,UPI
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,1549.0,3626.0,2024-04-11,Electronics,Net Banking
1026,Amanda Santana,29.0,Male,South,51047.0,0.0,8.0,23073.0,2884.0,2024-04-11,2025-04-11,190.0,369.0,2024-12-30,Home,Net Banking
1027,Jessica Waters,0.0,Female,West,44220.0,0.0,1.0,1332.0,1332.0,2023-11-06,2023-11-06,717.0,1332.0,2023-11-06,Electronics,Credit Card
1028,Carol Williams PhD,61.0,Male,North,0.0,0.0,5.0,22022.0,4404.0,2024-07-25,2025-02-13,311.0,3690.0,2024-11-07,Clothing,Credit Card
1028,Carol Williams PhD,61.0,Male,North,0.0,0.0,5.0,22022.0,4404.0,2024-07-25,2025-02-13,455.0,5778.0,2025-02-01,Home,Credit Card
1028,Carol Williams PhD,61.0,Male,North,0.0,0.0,5.0,22022.0,4404.0,2024-07-25,2025-02-13,1118.0,5455.0,2024-07-25,Electronics,UPI
1028,Carol Williams PhD,61.0,Male,North,0.0,0.0,5.0,22022.0,4404.0,2024-07-25,2025-02-13,1780.0,5478.0,2024-09-19,Books,Cash
1028,Carol Williams PhD,61.0,Male,North,0.0,0.0,5.0,22022.0,4404.0,2024-07-25,2025-02-13,1912.0,1621.0,2025-02-13,Home,UPI
1029,Richard Smith,42.0,Male,South,59931.0,0.0,4.0,20889.0,5222.0,2023-12-05,2024-07-20,463.0,7429.0,2023-12-05,Grocery,Net Banking
1029,Richard Smith,42.0,Male,South,59931.0,0.0,4.0,20889.0,5222.0,2023-12-05,2024-07-20,952.0,5427.0,2024-02-26,Clothing,Cash
1029,Richard Smith,42.0,Male,South,59931.0,0.0,4.0,20889.0,5222.0,2023-12-05,2024-07-20,1787.0,1836.0,2024-05-21,Books,Credit Card
1029,Richard Smith,42.0,Male,South,59931.0,0.0,4.0,20889.0,5222.0,2023-12-05,2024-07-20,1981.0,6197.0,2024-07-20,Electronics,Credit Card
1030,Debbie Garcia,66.0,Female,West,73790.0,0.0,4.0,16425.0,4106.0,2024-05-17,2025-04-08,172.0,1707.0,2024-09-22,Clothing,UPI
1030,Debbie Garcia,66.0,Female,West,73790.0,0.0,4.0,16425.0,4106.0,2024-05-17,2025-04-08,1204.0,1560.0,2024-05-17,Grocery,Cash
1030,Debbie Garcia,66.0,Female,West,73790.0,0.0,4.0,16425.0,4106.0,2024-05-17,2025-04-08,1579.0,1518.0,2025-04-08,Grocery,Cash
1030,Debbie Garcia,66.0,Female,West,73790.0,0.0,4.0,16425.0,4106.0,2024-05-17,2025-04-08,1809.0,11640.0,2025-02-24,Grocery,Cash
1031,Donna Carr,44.0,Male,East,31432.0,0.0,6.0,12980.0,2163.0,2023-10-10,2025-02-18,89.0,1612.0,2023-10-10,Clothing,Net Banking
1031,Donna Carr,44.0,Male,East,31432.0,0.0,6.0,12980.0,2163.0,2023-10-10,2025-02-18,496.0,398.0,2024-05-08,Books,Net Banking
1031,Donna Carr,44.0,Male,East,31432.0,0.0,6.0,12980.0,2163.0,2023-10-10,2025-02-18,1442.0,3863.0,2025-02-18,Grocery,Credit Card
1031,Donna Carr,44.0,Male,East,31432.0,0.0,6.0,12980.0,2163.0,2023-10-10,2025-02-18,1694.0,2250.0,2025-01-29,Home,Credit Card
1031,Donna Carr,44.0,Male,East,31432.0,0.0,6.0,12980.0,2163.0,2023-10-10,2025-02-18,1755.0,2551.0,2024-01-05,Electronics,UPI
1031,Donna Carr,44.0,Male,East,31432.0,0.0,6.0,12980.0,2163.0,2023-10-10,2025-02-18,1938.0,2306.0,2025-01-10,Books,Credit Card
1032,Donald Clements,59.0,Female,East,0.0,1.0,4.0,16509.0,4127.0,2023-08-01,2024-02-12,64.0,4289.0,2023-08-01,Books,Net Banking
1032,Donald Clements,59.0,Female,East,0.0,1.0,4.0,16509.0,4127.0,2023-08-01,2024-02-12,777.0,8320.0,2024-01-28,Home,Cash
1032,Donald Clements,59.0,Female,East,0.0,1.0,4.0,16509.0,4127.0,2023-08-01,2024-02-12,857.0,2299.0,2024-01-15,Books,Cash
1032,Donald Clements,59.0,Female,East,0.0,1.0,4.0,16509.0,4127.0,2023-08-01,2024-02-12,1807.0,1601.0,2024-02-12,Clothing,Cash
1033,Claudia Ford,45.0,Female,South,20718.0,0.0,4.0,12051.0,3012.0,2024-08-01,2025-07-17,106.0,6578.0,2025-07-17,Home,Net Banking
1033,Claudia Ford,45.0,Female,South,20718.0,0.0,4.0,12051.0,3012.0,2024-08-01,2025-07-17,532.0,157.0,2024-08-01,Grocery,UPI
1033,Claudia Ford,45.0,Female,South,20718.0,0.0,4.0,12051.0,3012.0,2024-08-01,2025-07-17,1043.0,3841.0,2024-12-10,Clothing,UPI
1033,Claudia Ford,45.0,Female,South,20718.0,0.0,4.0,12051.0,3012.0,2024-08-01,2025-07-17,1080.0,1475.0,2025-06-04,Grocery,Net Banking
1034,David Randolph,0.0,Female,North,47723.0,1.0,6.0,15653.0,2608.0,2024-05-09,2025-05-23,159.0,372.0,2024-11-18,Home,Net Banking
1034,David Randolph,0.0,Female,North,47723.0,1.0,6.0,15653.0,2608.0,2024-05-09,2025-05-23,447.0,465.0,2024-05-09,Electronics,UPI
1034,David Randolph,0.0,Female,North,47723.0,1.0,6.0,15653.0,2608.0,2024-05-09,2025-05-23,806.0,1942.0,2024-11-05,Clothing,Cash
1034,David Randolph,0.0,Female,North,47723.0,1.0,6.0,15653.0,2608.0,2024-05-09,2025-05-23,827.0,6415.0,2025-03-17,Clothing,Cash
1034,David Randolph,0.0,Female,North,47723.0,1.0,6.0,15653.0,2608.0,2024-05-09,2025-05-23,973.0,3847.0,2025-03-23,Grocery,UPI
1034,David Randolph,0.0,Female,North,47723.0,1.0,6.0,15653.0,2608.0,2024-05-09,2025-05-23,1891.0,2612.0,2025-05-23,Books,Credit Card
1035,Carolyn Woodard,32.0,Male,South,58824.0,1.0,3.0,12198.0,4066.0,2023-10-12,2024-11-05,17.0,8761.0,2024-11-05,Grocery,Cash
1035,Carolyn Woodard,32.0,Male,South,58824.0,1.0,3.0,12198.0,4066.0,2023-10-12,2024-11-05,250.0,2986.0,2023-10-12,Home,Net Banking
1035,Carolyn Woodard,32.0,Male,South,58824.0,1.0,3.0,12198.0,4066.0,2023-10-12,2024-11-05,1812.0,451.0,2024-01-09,Clothing,UPI
1036,Amanda Kramer,64.0,Female,East,54214.0,0.0,1.0,3779.0,3779.0,2025-01-24,2025-01-24,340.0,3779.0,2025-01-24,Home,Net Banking
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,100.0,1331.0,2023-10-09,Home,Credit Card
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,458.0,3996.0,2024-03-26,Grocery,UPI
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,1028.0,6310.0,2025-04-14,Books,Credit Card
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,1092.0,2382.0,2024-10-03,Clothing,Credit Card
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,1097.0,6896.0,2024-11-26,Grocery,UPI
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,1202.0,488.0,2024-10-30,Electronics,UPI
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,1310.0,852.0,2024-06-10,Clothing,Net Banking
1037,Chelsea Bennett,68.0,Male,North,0.0,0.0,8.0,23659.0,2957.0,2023-10-09,2025-04-14,1802.0,1404.0,2024-08-29,Home,Net Banking
1038,Brittney King,61.0,Female,North,46878.0,0.0,2.0,3689.0,1844.0,2024-12-05,2025-03-21,421.0,2578.0,2025-03-21,Clothing,UPI
1038,Brittney King,61.0,Female,North,46878.0,0.0,2.0,3689.0,1844.0,2024-12-05,2025-03-21,953.0,1111.0,2024-12-05,Home,Credit Card
1039,Tyler Murphy,69.0,Male,East,42604.0,0.0,6.0,25144.0,4190.0,2023-10-23,2025-07-17,349.0,1380.0,2024-04-14,Electronics,UPI
1039,Tyler Murphy,69.0,Male,East,42604.0,0.0,6.0,25144.0,4190.0,2023-10-23,2025-07-17,393.0,882.0,2023-10-23,Grocery,Net Banking
1039,Tyler Murphy,69.0,Male,East,42604.0,0.0,6.0,25144.0,4190.0,2023-10-23,2025-07-17,467.0,3405.0,2025-04-24,Clothing,Cash
1039,Tyler Murphy,69.0,Male,East,42604.0,0.0,6.0,25144.0,4190.0,2023-10-23,2025-07-17,602.0,3577.0,2024-11-10,Home,Net Banking
1039,Tyler Murphy,69.0,Male,East,42604.0,0.0,6.0,25144.0,4190.0,2023-10-23,2025-07-17,992.0,10850.0,2025-04-22,Grocery,Cash
1039,Tyler Murphy,69.0,Male,East,42604.0,0.0,6.0,25144.0,4190.0,2023-10-23,2025-07-17,1751.0,5050.0,2025-07-17,Home,UPI
1040,Charles Black,20.0,Female,0,41159.0,0.0,7.0,20818.0,2974.0,2023-08-06,2024-12-06,383.0,1546.0,2024-03-06,Electronics,Cash
1040,Charles Black,20.0,Female,0,41159.0,0.0,7.0,20818.0,2974.0,2023-08-06,2024-12-06,752.0,775.0,2024-04-22,Grocery,UPI
1040,Charles Black,20.0,Female,0,41159.0,0.0,7.0,20818.0,2974.0,2023-08-06,2024-12-06,918.0,2008.0,2024-12-06,Books,Cash
1040,Charles Black,20.0,Female,0,41159.0,0.0,7.0,20818.0,2974.0,2023-08-06,2024-12-06,927.0,8286.0,2024-07-19,Clothing,UPI
1040,Charles Black,20.0,Female,0,41159.0,0.0,7.0,20818.0,2974.0,2023-08-06,2024-12-06,1137.0,1976.0,2024-05-03,Grocery,Credit Card
1040,Charles Black,20.0,Female,0,41159.0,0.0,7.0,20818.0,2974.0,2023-08-06,2024-12-06,1518.0,3181.0,2024-03-16,Clothing,Credit Card
1040,Charles Black,20.0,Female,0,41159.0,0.0,7.0,20818.0,2974.0,2023-08-06,2024-12-06,1995.0,3046.0,2023-08-06,Books,UPI
1041,Oscar Jones,54.0,Female,West,62744.0,0.0,7.0,12634.0,1804.0,2023-08-07,2025-05-25,102.0,3049.0,2024-04-09,Electronics,Credit Card
1041,Oscar Jones,54.0,Female,West,62744.0,0.0,7.0,12634.0,1804.0,2023-08-07,2025-05-25,282.0,4419.0,2025-04-19,Books,Credit Card
1041,Oscar Jones,54.0,Female,West,62744.0,0.0,7.0,12634.0,1804.0,2023-08-07,2025-05-25,549.0,245.0,2025-03-24,Home,Cash
